V_PNR,fodested_kode
eb3ca15af1571561d299ea7f4ecbb6287105607f1d513171a3beae4ce74c3a81,575
fd0cf062e7f4005a6354708f7cd4aed975a221bbe595d1ed92cc09496fd1602b,95
e13b2f0b42e84b8cdb3d4ed4a65e483d425abbee1ff40d427f3ea10c7f780c31,734
1a5d64931fe58cbc3b7db1e8252124efdea6a02837c8816a186f36a45e234bd3,385
d4910025433804ee9b3b0c21d1523275350735fff44871a249601235cce21205,258
92efe6a11404af7ce6dbf96b3d7f4c76f3980574e0afd59adafc2ce1097f2471,443
136260b499,839
d8f173b56c166b1be17fed60e92e019c89d99bd41d65d4d0eb4e1a589e8b1746,576
e5c7a1d8db49e6067a1e8b88990bb68c0168cdd3261cde65f57fddd866e10b3e,181
c42d46b7f7ccafd4a4f5a42775fc5e502572e28625606fe62b3b28a8729439fd,121
9d00a7654385e570357b8566828cb9d4847ac97fb80fcea87bf9cacdf0e1348b,261
50636285d012d357886afae4d06dfd8c2fc810f15a07641c71f6f69b57ce0e9d,843
f70e0b16f0c02a089eb3d74f8d4544cc40b02d0d2de27576ecf07d5e63b50539,692
0b2c6bf0433eb7b5c2a4defd70f4cafd576b522805a88e23d706fd074e08419f,221
8fc682160fea2037bac539ee77b9e3674f5069c5ec7cdd1b5f3efcbfaff204f4,602
0c17f5da47370eebb9a63db49e533f0bed2b193e20ab2fbb9ab96013b53e1141,448
ac7408052814d6b97afb3de7cf4250e4119a18b8187d284a0606d41c8d521437,62
dda046c045,49
1d5b626a01620f795e5938be7da1724100a083faa60841a381f86ae88ad639b0,772
252c8d85dd3ad2f1f9ea1517d294931b9e93a50db538f76043bdf22acd32bdf0,588
d55bdb461e61a0fb4dceae7f6bd03f975c8192166509fa7383a626db683c8a1c,866
66fa62f37a79c95fd8f4276790990159a7af1be16aa0ab39b528d9c5a7cfe2ae,635
